term_str,n,pos_max,pos_group,df,dfidf
civilisation,104,NN,NN,33,135.97692264146872
unexpected,104,JJ,JJ,84,232.89751832734188
barnet,104,NNP,NN,6,39.47966655572719
everyone,104,NN,NN,47,169.68494952490838
intention,104,NN,NN,76,221.6904354056398
phenomenon,104,NN,NN,66,205.9538452829375
plans,104,NNS,NN,65,204.2650423870702
glasses,104,NNS,NN,58,191.8017040297907
astonishment,104,NN,NN,83,231.55900211228732
instrument,104,NN,NN,53,182.1602830219619
heavens,104,NN,NN,70,212.49367368115048
consequence,104,NN,NN,77,223.15526972052055
telescope,104,NN,NN,56,188.02291225861268
minimum,104,JJ,JJ,23,106.75093432422952
developed,104,VBN,VB,66,205.9538452829375
circle,104,NN,NN,77,223.15526972052055
careful,103,JJ,JJ,76,221.6904354056398
jarriquez,103,NNP,NN,12,66.95933311145438
jew,103,NNP,NN,23,106.75093432422952
wings,103,NNS,NN,63,200.82050120007358
rope,103,NN,NN,50,176.05253684504817
continent,103,NN,NN,62,199.0640582099064
cover,103,NN,NN,70,212.49367368115048
absence,102,NN,NN,76,221.6904354056398
reduced,102,VBN,VB,74,218.70356351745863
recall,102,VB,VB,61,197.2843449358809
negro,102,NNP,NN,51,178.11656081991381
october,102,NNP,NN,63,200.82050120007358
couldnt,102,VBP,VB,46,167.50186864845904
proposed,102,VBN,VB,80,227.43830654306603
signal,102,NN,NN,73,217.18101284908397
spring,102,NN,NN,76,221.6904354056398
horror,102,NN,NN,74,218.70356351745863
powers,102,NNS,NN,57,189.92496401312394
becomes,102,VBZ,VB,48,171.83733244581754
please,102,VBP,VB,75,220.20661771348554
stick,102,NN,NN,63,200.82050120007358
unfortunate,102,JJ,JJ,74,218.70356351745863
precious,102,JJ,JJ,86,235.52322678972874
diameter,101,NN,NN,52,180.15229484379898
needs,101,NNS,NN,44,163.0409135536892
pushed,101,VBD,VB,79,226.02896810138822
drop,101,NN,NN,76,221.6904354056398
hills,101,NNS,NN,59,193.65356876151696
fairly,101,RB,RB,71,214.0763463091414
takes,101,VBZ,VB,65,204.2650423870702
economic,101,JJ,JJ,20,96.85957663576652
buried,101,VBN,VB,81,228.82961082707612
born,101,VBN,VB,57,189.92496401312394
satisfied,101,VBN,VB,83,231.55900211228732
pulled,101,VBD,VB,75,220.20661771348554
experiment,101,NN,NN,56,188.02291225861268
glad,101,JJ,JJ,66,205.9538452829375
gives,101,VBZ,VB,56,188.02291225861268
boats,100,NNS,NN,59,193.65356876151696
bare,100,NN,NN,80,227.43830654306603
compass,100,NN,NN,60,195.48097986403016
scheme,100,NN,NN,49,173.9596570454635
process,100,NN,NN,51,178.11656081991381
fellows,100,NNS,NN,78,224.60136720944826
spectacle,100,NN,NN,61,197.2843449358809
doors,100,NNS,NN,58,191.8017040297907
reflected,100,VBD,VB,72,215.63869861680303
secure,100,VB,VB,58,191.8017040297907
hole,100,NN,NN,68,209.2661978089237
remark,100,NN,NN,71,214.0763463091414
names,100,NNS,NN,68,209.2661978089237
vessels,100,NNS,NN,67,207.62078832660035
tumult,100,NN,NN,63,200.82050120007358
objects,100,NNS,NN,67,207.62078832660035
aeroplanes,100,NNS,NN,22,103.52045677684458
destroyed,100,VBN,VB,62,199.0640582099064
sit,100,VB,VB,62,199.0640582099064
saloon,100,NN,NN,42,158.44875916367096
fingers,100,NNS,NN,82,230.20310360872355
method,99,NN,NN,52,180.15229484379898
struggled,99,VBD,VB,68,209.2661978089237
reality,99,NN,NN,60,195.48097986403016
ours,99,NN,NN,66,205.9538452829375
theyre,99,NN,NN,49,173.9596570454635
travel,99,VB,VB,61,197.2843449358809
telling,99,VBG,VB,71,214.0763463091414
tremendous,99,JJ,JJ,72,215.63869861680303
weeks,99,NNS,NN,70,212.49367368115048
headlong,99,RB,RB,67,207.62078832660035
dogs,99,NN,NN,51,178.11656081991381
price,99,NN,NN,64,202.55404330724403
leaves,99,NNS,NN,75,220.20661771348554
earthly,99,JJ,JJ,34,138.63309890446186
forced,99,VBN,VB,78,224.60136720944826
gentleman,99,NN,NN,58,191.8017040297907
jup,99,NNP,NN,21,100.22437958183548
engaged,99,VBN,VB,75,220.20661771348554
lina,99,NNP,NN,21,100.22437958183548
relief,98,NN,NN,64,202.55404330724403
hurried,98,VBD,VB,78,224.60136720944826
flash,98,NN,NN,66,205.9538452829375
played,98,VBD,VB,57,189.92496401312394
islet,98,NN,NN,36,143.8193493084015
seated,98,VBN,VB,78,224.60136720944826
hotel,98,NN,NN,37,146.35178175872932
captains,98,NNP,NN,64,202.55404330724403
instruments,98,NNS,NN,66,205.9538452829375
airship,97,NN,NN,10,58.42978831788326
anchor,97,NN,NN,48,171.83733244581754
remembered,97,VBD,VB,74,218.70356351745863
j,97,NNP,NN,26,116.07614742189949
quick,97,JJ,JJ,71,214.0763463091414
violently,97,RB,RB,77,223.15526972052055
usually,97,RB,RB,67,207.62078832660035
colonel,97,NNP,NN,21,100.22437958183548
furnished,97,VBN,VB,77,223.15526972052055
beatrice,97,NNP,NN,7,44.502864032326585
fortune,97,NN,NN,66,205.9538452829375
anxiety,97,NN,NN,74,218.70356351745863
obtained,97,VBN,VB,65,204.2650423870702
slow,97,JJ,JJ,71,214.0763463091414
steadily,97,RB,RB,72,215.63869861680303
tunnel,97,NN,NN,43,160.76161339486438
shelter,97,NN,NN,66,205.9538452829375
india,97,NNP,NN,44,163.0409135536892
accompanied,97,VBN,VB,81,228.82961082707612
directed,96,VBD,VB,78,224.60136720944826
native,96,JJ,JJ,68,209.2661978089237
flew,96,VBD,VB,66,205.9538452829375
confused,96,JJ,JJ,69,210.8903904229288
engineers,96,NN,NN,62,199.0640582099064
elements,96,NNS,NN,63,200.82050120007358
tongue,96,NN,NN,68,209.2661978089237
bottle,96,NN,NN,42,158.44875916367096
bar,96,NN,NN,49,173.9596570454635
needed,96,VBN,VB,57,189.92496401312394
enter,96,VB,VB,72,215.63869861680303
colony,96,NN,NN,56,188.02291225861268
worse,96,JJR,JJ,69,210.8903904229288
smallways,96,NNP,NN,10,58.42978831788326
looks,96,VBZ,VB,58,191.8017040297907
wore,95,VBD,VB,67,207.62078832660035
hoped,95,VBD,VB,78,224.60136720944826
mechanical,95,JJ,JJ,61,197.2843449358809
anyone,95,NN,NN,49,173.9596570454635
skin,95,NN,NN,71,214.0763463091414
proved,95,VBD,VB,81,228.82961082707612
strike,95,VB,VB,64,202.55404330724403
project,95,NN,NN,70,212.49367368115048
extremity,95,NN,NN,66,205.9538452829375
avoid,95,VB,VB,81,228.82961082707612
route,95,NN,NN,71,214.0763463091414
school,95,NN,NN,44,163.0409135536892
angry,95,JJ,JJ,75,220.20661771348554
putting,95,VBG,VB,80,227.43830654306603
convinced,94,VBN,VB,73,217.18101284908397
grant,94,NNP,NN,38,148.8452177028199
inhabited,94,JJ,JJ,59,193.65356876151696
fit,94,NN,NN,69,210.8903904229288
4,94,CD,CD,43,160.76161339486438
pointing,94,VBG,VB,79,226.02896810138822
intended,94,VBN,VB,67,207.62078832660035
phase,94,NN,NN,35,141.24683684057524
orderly,94,NN,NN,43,160.76161339486438
offer,94,VB,VB,79,226.02896810138822
speech,94,NN,NN,55,186.09509672330654
joined,94,VBD,VB,70,212.49367368115048
dimensions,94,NN,NN,53,182.1602830219619
pure,94,NN,NN,62,199.0640582099064
persons,94,NNS,NN,60,195.48097986403016
sorry,94,JJ,JJ,79,226.02896810138822
uniform,93,JJ,JJ,59,193.65356876151696
eastern,93,JJ,JJ,72,215.63869861680303
retreat,93,NN,NN,70,212.49367368115048
volcanic,93,JJ,JJ,55,186.09509672330654
uttered,93,VBD,VB,76,221.6904354056398
charge,93,NN,NN,70,212.49367368115048
sheet,93,NN,NN,70,212.49367368115048
hundreds,93,NNS,NN,63,200.82050120007358
learnt,93,VBP,VB,44,163.0409135536892
disposed,93,VBN,VB,64,202.55404330724403
utterly,93,JJ,JJ,71,214.0763463091414
brig,93,NN,NN,16,82.638510826811
yours,93,NN,NN,61,197.2843449358809
rapidity,93,NN,NN,74,218.70356351745863
fastened,93,VBN,VB,70,212.49367368115048
consideration,93,NN,NN,69,210.8903904229288
fled,92,VBD,VB,70,212.49367368115048
forces,92,NNS,NN,53,182.1602830219619
examination,92,NN,NN,63,200.82050120007358
increasing,92,VBG,VB,55,186.09509672330654
setting,92,VBG,VB,67,207.62078832660035
peace,92,NN,NN,55,186.09509672330654
flowers,92,NNS,NN,47,169.68494952490838
natives,92,NNS,NN,49,173.9596570454635
1,92,CD,CD,39,151.30068360472413
incredible,91,JJ,JJ,63,200.82050120007358
promise,91,NN,NN,62,199.0640582099064
equally,91,RB,RB,64,202.55404330724403
scale,91,NN,NN,52,180.15229484379898
write,91,VB,VB,49,173.9596570454635
bread,91,NN,NN,47,169.68494952490838
bullet,91,NN,NN,49,173.9596570454635
flow,91,NN,NN,60,195.48097986403016
comfortable,91,JJ,JJ,72,215.63869861680303
rifle,91,NN,NN,36,143.8193493084015
angle,91,NN,NN,61,197.2843449358809
wanting,91,VBG,VB,69,210.8903904229288
disposition,91,NN,NN,46,167.50186864845904
fragments,91,NNS,NN,64,202.55404330724403
crest,91,NN,NN,50,176.05253684504817
task,91,NN,NN,65,204.2650423870702
efforts,90,NNS,NN,75,220.20661771348554
falls,90,VBZ,VB,57,189.92496401312394
wounded,90,JJ,JJ,59,193.65356876151696
st,90,NNP,NN,58,191.8017040297907
nobody,90,NN,NN,46,167.50186864845904
finger,90,NN,NN,68,209.2661978089237
proof,90,NN,NN,63,200.82050120007358
whispered,90,VBD,VB,53,182.1602830219619
daylight,90,NN,NN,63,200.82050120007358
vivid,90,JJ,JJ,64,202.55404330724403
instantly,90,RB,RB,60,195.48097986403016
managed,90,VBD,VB,78,224.60136720944826
adventure,90,NN,NN,57,189.92496401312394
t,90,NNP,NN,25,113.02626842252408
paid,90,VBN,VB,70,212.49367368115048
useful,90,JJ,JJ,64,202.55404330724403
rare,90,JJ,JJ,68,209.2661978089237
fearful,90,JJ,JJ,59,193.65356876151696
americans,90,NNPS,NN,52,180.15229484379898
eighty,90,JJ,JJ,60,195.48097986403016
painful,90,JJ,JJ,74,218.70356351745863
forthwith,90,NN,NN,70,212.49367368115048
per,90,IN,IN,59,193.65356876151696
listening,89,VBG,VB,75,220.20661771348554
daughter,89,NN,NN,38,148.8452177028199
suffered,89,VBN,VB,70,212.49367368115048
clothing,89,NN,NN,50,176.05253684504817
report,89,NN,NN,65,204.2650423870702
plains,89,NNS,NN,49,173.9596570454635
happiness,89,NN,NN,50,176.05253684504817
bonadventure,89,NN,NN,12,66.95933311145438
picked,89,VBD,VB,66,205.9538452829375
numbers,89,NNS,NN,51,178.11656081991381
bottles,89,NNS,NN,37,146.35178175872932
anger,89,NN,NN,63,200.82050120007358
principal,89,JJ,JJ,68,209.2661978089237
january,89,NNP,NN,54,184.14104892365984
pace,89,NN,NN,69,210.8903904229288
meaning,89,NN,NN,63,200.82050120007358
driving,89,VBG,VB,58,191.8017040297907
continually,89,RB,RB,58,191.8017040297907
ryan,88,NNP,NN,14,75.00572806465317
hunger,88,NN,NN,65,204.2650423870702
track,88,NN,NN,62,199.0640582099064
belonged,88,VBD,VB,69,210.8903904229288
continue,88,VB,VB,70,212.49367368115048
cost,88,NN,NN,64,202.55404330724403
wrote,88,VBD,VB,51,178.11656081991381
kitchen,88,NN,NN,39,151.30068360472413
pressed,88,VBD,VB,71,214.0763463091414
jumped,88,VBD,VB,72,215.63869861680303
landed,88,VBN,VB,61,197.2843449358809
satellite,88,NN,NN,41,156.10155180436178
vegetation,88,NN,NN,66,205.9538452829375
parallel,88,NN,NN,56,188.02291225861268
outer,88,NN,NN,61,197.2843449358809
tools,88,NNS,NN,51,178.11656081991381
tired,88,JJ,JJ,63,200.82050120007358
acid,87,NN,NN,33,135.97692264146872
faith,87,NN,NN,53,182.1602830219619
towns,87,NNS,NN,56,188.02291225861268
instinct,87,NN,NN,62,199.0640582099064
ease,87,NN,NN,61,197.2843449358809
cottage,87,NN,NN,31,130.53202910495318
lasted,87,VBD,VB,70,212.49367368115048
re,87,NN,NN,67,207.62078832660035
overhead,87,NN,NN,50,176.05253684504817
knees,87,NNS,NN,68,209.2661978089237
sank,87,VBD,VB,62,199.0640582099064
habit,87,NN,NN,57,189.92496401312394
silly,87,JJ,JJ,43,160.76161339486438
galleries,87,NNS,NN,46,167.50186864845904
sweet,87,JJ,JJ,61,197.2843449358809
crushed,87,VBN,VB,66,205.9538452829375
mediterranean,87,NNP,NN,41,156.10155180436178
marry,87,VB,VB,27,119.07052446182992
mystery,87,NN,NN,69,210.8903904229288
grown,86,VBN,VB,51,178.11656081991381
solitary,86,JJ,JJ,65,204.2650423870702
otherwise,86,RB,RB,62,199.0640582099064
rested,86,VBD,VB,70,212.49367368115048
rosette,86,NNP,NN,18,89.90967465420076
innumerable,86,JJ,JJ,59,193.65356876151696
appears,86,VBZ,VB,65,204.2650423870702
reflection,86,NN,NN,67,207.62078832660035
store,86,NN,NN,59,193.65356876151696
flesh,86,NN,NN,63,200.82050120007358
rough,86,JJ,JJ,64,202.55404330724403
band,86,NN,NN,59,193.65356876151696
silk,86,NN,NN,49,173.9596570454635
dirty,86,JJ,JJ,48,171.83733244581754
iquitos,86,NNP,NN,29,124.90085201489535
health,86,NN,NN,44,163.0409135536892
philosophy,86,NN,NN,31,130.53202910495318
manaos,86,NNP,NN,27,119.07052446182992
limits,86,NNS,NN,62,199.0640582099064
solar,86,JJ,JJ,52,180.15229484379898
wet,86,NN,NN,50,176.05253684504817
formidable,85,JJ,JJ,63,200.82050120007358
gathering,85,NN,NN,44,163.0409135536892
traces,85,NNS,NN,74,218.70356351745863
flag,85,NN,NN,40,153.719153271533
pilot,85,NN,NN,31,130.53202910495318
signs,85,NNS,NN,68,209.2661978089237
pipe,85,NN,NN,41,156.10155180436178
stock,85,NN,NN,57,189.92496401312394
weapons,85,NNS,NN,58,191.8017040297907
blind,85,NN,NN,55,186.09509672330654
youve,85,NN,NN,42,158.44875916367096
tears,85,NNS,NN,61,197.2843449358809
passion,85,NN,NN,54,184.14104892365984
assured,85,VBN,VB,71,214.0763463091414
lad,85,NN,NN,62,199.0640582099064
hastily,85,RB,RB,61,197.2843449358809
formerly,85,RB,RB,61,197.2843449358809
traversed,85,VBN,VB,71,214.0763463091414
chances,85,NNS,NN,62,199.0640582099064
sole,85,JJ,JJ,65,204.2650423870702
constantly,85,RB,RB,59,193.65356876151696
coffee,85,NN,NN,48,171.83733244581754
wants,85,VBZ,VB,53,182.1602830219619
showing,85,VBG,VB,70,212.49367368115048
thunder,85,NN,NN,53,182.1602830219619
tea,85,NN,NN,39,151.30068360472413
flashed,85,VBD,VB,57,189.92496401312394
mingled,84,VBN,VB,73,217.18101284908397
command,84,NN,NN,57,189.92496401312394
keen,84,JJ,JJ,57,189.92496401312394
sleeper,84,NNP,NN,22,103.52045677684458
hunter,84,NN,NN,53,182.1602830219619
earths,84,NN,NN,51,178.11656081991381
succeed,84,VB,VB,72,215.63869861680303
precisely,84,RB,RB,66,205.9538452829375
divided,84,VBN,VB,63,200.82050120007358
northward,84,RB,RB,54,184.14104892365984
aberfoyle,84,NNP,NN,18,89.90967465420076
utmost,84,JJ,JJ,55,186.09509672330654
crossing,84,VBG,VB,68,209.2661978089237
description,84,NN,NN,63,200.82050120007358
closely,84,RB,RB,64,202.55404330724403
upward,84,JJ,JJ,52,180.15229484379898
writing,84,VBG,VB,53,182.1602830219619
reaching,84,VBG,VB,72,215.63869861680303
commenced,84,VBD,VB,67,207.62078832660035
rendered,84,VBD,VB,71,214.0763463091414
weak,84,JJ,JJ,60,195.48097986403016
uncles,84,JJ,JJ,29,124.90085201489535
butteridge,84,NNP,NN,9,53.95483732710038
key,84,NN,NN,51,178.11656081991381
bladesover,84,NNP,NN,11,62.76022838842229
maston,84,NNP,NN,16,82.638510826811
features,83,NNS,NN,66,205.9538452829375
grow,83,VB,VB,61,197.2843449358809
cannon,83,NN,NN,41,156.10155180436178
security,83,NN,NN,49,173.9596570454635
officer,83,NN,NN,36,143.8193493084015
calculations,83,NNS,NN,56,188.02291225861268
spoken,83,VBN,VB,69,210.8903904229288
describe,83,VB,VB,61,197.2843449358809
sunday,83,NNP,NN,49,173.9596570454635
ascended,83,VBD,VB,66,205.9538452829375
concerned,83,VBN,VB,62,199.0640582099064
ages,83,NNS,NN,58,191.8017040297907
famous,83,JJ,JJ,59,193.65356876151696
laughing,83,NN,NN,71,214.0763463091414
shaped,83,VBD,VB,65,204.2650423870702
beating,83,VBG,VB,62,199.0640582099064
steady,83,JJ,JJ,66,205.9538452829375
sentence,83,NN,NN,55,186.09509672330654
tail,83,NN,NN,57,189.92496401312394
practically,83,RB,RB,42,158.44875916367096
traveller,83,NNP,NN,27,119.07052446182992
perceive,83,VB,VB,54,184.14104892365984
weve,82,NN,NN,37,146.35178175872932
boys,82,NN,NN,47,169.68494952490838
add,82,VB,VB,64,202.55404330724403
individuals,82,NNS,NN,25,113.02626842252408
enthusiasm,82,NN,NN,59,193.65356876151696
dazzling,82,VBG,VB,52,180.15229484379898
replaced,82,VBN,VB,61,197.2843449358809
silver,82,NN,NN,57,189.92496401312394
weary,82,JJ,JJ,60,195.48097986403016
striking,82,VBG,VB,64,202.55404330724403
sooner,82,NN,NN,71,214.0763463091414
suggested,82,VBD,VB,61,197.2843449358809
favorable,82,JJ,JJ,63,200.82050120007358
august,82,NNP,NN,40,153.719153271533
grubb,82,NNP,NN,8,49.3192554134055
invention,82,NN,NN,41,156.10155180436178
emerged,82,VBD,VB,62,199.0640582099064
instance,82,NN,NN,56,188.02291225861268
grahams,82,NNP,NN,21,100.22437958183548
reasonable,82,JJ,JJ,38,148.8452177028199
floated,82,VBD,VB,60,195.48097986403016
hakkabut,82,NNP,NN,19,93.42260885140995
gained,82,VBN,VB,71,214.0763463091414
catastrophe,82,NN,NN,56,188.02291225861268
relation,82,NN,NN,33,135.97692264146872
startled,81,VBD,VB,67,207.62078832660035
rocky,81,JJ,JJ,57,189.92496401312394
confess,81,VB,VB,60,195.48097986403016
wouldnt,81,VBP,VB,49,173.9596570454635
render,81,VB,VB,67,207.62078832660035
footnote,81,NNP,NN,12,66.95933311145438
national,81,JJ,JJ,33,135.97692264146872
honour,81,NN,NN,45,165.2874223655706
san,81,NNP,NN,34,138.63309890446186
leading,81,VBG,VB,61,197.2843449358809
costume,81,NN,NN,44,163.0409135536892
fool,81,NN,NN,49,173.9596570454635
noble,81,JJ,JJ,54,184.14104892365984
breaking,81,VBG,VB,70,212.49367368115048
deeply,81,RB,RB,61,197.2843449358809
prove,81,VB,VB,67,207.62078832660035
happily,81,RB,RB,68,209.2661978089237
imagined,81,VBN,VB,68,209.2661978089237
actual,81,JJ,JJ,58,191.8017040297907
results,81,NNS,NN,64,202.55404330724403
essential,81,JJ,JJ,38,148.8452177028199
calculated,81,VBN,VB,56,188.02291225861268
partly,81,RB,RB,44,163.0409135536892
information,81,NN,NN,57,189.92496401312394
taste,81,NN,NN,58,191.8017040297907
puzzled,81,VBD,VB,63,200.82050120007358
freely,81,RB,RB,52,180.15229484379898
stay,81,VB,VB,67,207.62078832660035
crime,80,NN,NN,33,135.97692264146872
aeroplane,80,NN,NN,19,93.42260885140995
smiled,80,VBD,VB,53,182.1602830219619
consequences,80,NNS,NN,50,176.05253684504817
universe,80,NN,NN,35,141.24683684057524
patience,80,NN,NN,57,189.92496401312394
send,80,VB,VB,64,202.55404330724403
source,80,NN,NN,65,204.2650423870702
nonsense,80,NN,NN,51,178.11656081991381
honest,80,JJS,JJ,56,188.02291225861268
whilst,80,NN,NN,62,199.0640582099064
asleep,80,NN,NN,59,193.65356876151696
tops,80,NNS,NN,55,186.09509672330654
arrive,80,VB,VB,68,209.2661978089237
paused,80,VBD,VB,58,191.8017040297907
coloured,80,VBN,VB,57,189.92496401312394
supplied,80,VBN,VB,60,195.48097986403016
ends,80,NNS,NN,50,176.05253684504817
poietic,80,JJ,JJ,2,16.329813853351375
wider,80,NN,NN,39,151.30068360472413
thoroughly,80,RB,RB,64,202.55404330724403
hanging,79,VBG,VB,62,199.0640582099064
doctors,79,NN,NN,43,160.76161339486438
meal,79,NN,NN,59,193.65356876151696
landing,79,NN,NN,55,186.09509672330654
enabled,79,VBD,VB,68,209.2661978089237
subterranean,79,JJ,JJ,56,188.02291225861268
sustained,79,VBN,VB,48,171.83733244581754
o,79,NNP,NN,33,135.97692264146872
havent,79,VBP,VB,55,186.09509672330654
military,79,JJ,JJ,36,143.8193493084015
evidence,79,NN,NN,52,180.15229484379898
countries,79,NNS,NN,60,195.48097986403016
pair,79,NN,NN,60,195.48097986403016
support,79,NN,NN,54,184.14104892365984
dare,79,VB,VB,64,202.55404330724403
eager,79,JJ,JJ,61,197.2843449358809
highly,79,RB,RB,61,197.2843449358809
monstrous,79,JJ,JJ,51,178.11656081991381
gazed,79,VBD,VB,65,204.2650423870702
martian,79,NNP,NN,18,89.90967465420076
revolver,79,NN,NN,28,122.01145612930634
wire,79,NN,NN,36,143.8193493084015
luck,78,NN,NN,53,182.1602830219619
limbs,78,NNS,NN,64,202.55404330724403
style,78,NN,NN,46,167.50186864845904
habits,78,NNS,NN,46,167.50186864845904
understanding,78,NN,NN,39,151.30068360472413
final,78,JJ,JJ,54,184.14104892365984
pride,78,NN,NN,41,156.10155180436178
internal,78,JJ,JJ,54,184.14104892365984
recognized,78,VBD,VB,59,193.65356876151696
comfort,78,NN,NN,46,167.50186864845904
h,78,NN,NN,12,66.95933311145438
sprang,78,NN,NN,61,197.2843449358809
seek,78,VB,VB,56,188.02291225861268
wine,78,NN,NN,35,141.24683684057524
oxygen,78,NN,NN,39,151.30068360472413
inferior,78,JJ,JJ,33,135.97692264146872
flames,78,NNS,NN,42,158.44875916367096
guard,78,NN,NN,64,202.55404330724403
eating,78,VBG,VB,60,195.48097986403016
throat,78,NN,NN,60,195.48097986403016
attitude,78,NN,NN,60,195.48097986403016
entrance,78,NN,NN,57,189.92496401312394
utter,78,JJ,JJ,69,210.8903904229288
girls,78,NNS,NN,38,148.8452177028199
utopians,78,NNPS,NN,9,53.95483732710038
plate,78,NN,NN,50,176.05253684504817
shed,78,VBD,VB,38,148.8452177028199
pursuit,77,NN,NN,52,180.15229484379898
fires,77,NNS,NN,49,173.9596570454635
gaze,77,NN,NN,61,197.2843449358809
dwelling,77,NN,NN,49,173.9596570454635
countenance,77,NN,NN,65,204.2650423870702
runs,77,VBZ,VB,51,178.11656081991381
gravity,77,NN,NN,58,191.8017040297907
ere,77,RB,RB,41,156.10155180436178
absorbed,77,VBN,VB,66,205.9538452829375
conclusion,77,NN,NN,56,188.02291225861268
lift,77,VB,VB,51,178.11656081991381
midnight,77,NN,NN,58,191.8017040297907
preparations,77,NNS,NN,52,180.15229484379898
enclosure,77,NN,NN,32,133.277021653622
pink,77,NN,NN,43,160.76161339486438
bow,77,NN,NN,51,178.11656081991381
tabor,77,NNP,NN,21,100.22437958183548
shone,77,NN,NN,60,195.48097986403016
overcome,77,VB,VB,56,188.02291225861268
struggling,77,VBG,VB,52,180.15229484379898
memories,77,NNS,NN,42,158.44875916367096
firm,77,NN,NN,63,200.82050120007358
ignorant,77,JJ,JJ,62,199.0640582099064
serve,77,VB,VB,48,171.83733244581754
leap,77,NN,NN,45,165.2874223655706
coat,77,NN,NN,51,178.11656081991381
reader,77,NN,NN,50,176.05253684504817
conflict,77,NN,NN,37,146.35178175872932
accordingly,77,RB,RB,65,204.2650423870702
shouts,77,NNS,NN,49,173.9596570454635
screw,76,NN,NN,47,169.68494952490838
arrested,76,VBN,VB,61,197.2843449358809
necessarily,76,RB,RB,54,184.14104892365984
correct,76,JJ,JJ,57,189.92496401312394
literature,76,NN,NN,31,130.53202910495318
gourbi,76,NNP,NN,26,116.07614742189949
measured,76,VBD,VB,56,188.02291225861268
golden,76,JJ,JJ,48,171.83733244581754
purple,76,NN,NN,43,160.76161339486438
circular,76,JJ,JJ,58,191.8017040297907
district,76,NN,NN,45,165.2874223655706
trust,76,NN,NN,58,191.8017040297907
steep,76,JJ,JJ,54,184.14104892365984
delight,76,NN,NN,60,195.48097986403016
contact,76,NN,NN,58,191.8017040297907
eruption,76,NN,NN,31,130.53202910495318
recovered,76,VBN,VB,72,215.63869861680303
prison,76,NN,NN,51,178.11656081991381
sake,76,NN,NN,56,188.02291225861268
knife,76,NN,NN,48,171.83733244581754
readily,76,RB,RB,50,176.05253684504817
wealth,76,NN,NN,38,148.8452177028199
miserable,76,JJ,JJ,58,191.8017040297907
accepted,75,VBN,VB,54,184.14104892365984
whenever,75,WRB,WR,52,180.15229484379898
event,75,NN,NN,55,186.09509672330654
daring,75,VBG,VB,59,193.65356876151696
problems,75,NNS,NN,35,141.24683684057524
torrent,75,NN,NN,46,167.50186864845904
rio,75,NNP,NN,31,130.53202910495318
wheel,75,NN,NN,41,156.10155180436178
outline,75,NN,NN,56,188.02291225861268
firmly,75,RB,RB,62,199.0640582099064
declared,75,VBD,VB,58,191.8017040297907
mixed,75,JJ,JJ,46,167.50186864845904
average,75,JJ,JJ,34,138.63309890446186
basin,75,NN,NN,55,186.09509672330654
decision,75,NN,NN,54,184.14104892365984
chiefly,75,NN,NN,51,178.11656081991381
shapes,75,NNS,NN,48,171.83733244581754
planets,75,NNS,NN,32,133.277021653622
twentieth,75,JJ,JJ,23,106.75093432422952
stupid,74,JJ,JJ,37,146.35178175872932
miss,74,NNP,NN,45,165.2874223655706
married,74,VBN,VB,31,130.53202910495318
dobryna,74,NN,NN,22,103.52045677684458
tom,74,NNP,NN,13,71.03807371094975
purposes,74,NNS,NN,39,151.30068360472413
cleared,74,VBD,VB,56,188.02291225861268
conviction,74,NN,NN,53,182.1602830219619
seeking,74,VBG,VB,54,184.14104892365984
bomb,74,NN,NN,14,75.00572806465317
clock,74,NN,NN,42,158.44875916367096
desperate,74,JJ,JJ,57,189.92496401312394
palace,74,NN,NN,32,133.277021653622
arose,74,NN,NN,60,195.48097986403016
slipped,74,VBD,VB,56,188.02291225861268
altered,74,VBD,VB,54,184.14104892365984
japanese,74,JJ,JJ,29,124.90085201489535
research,74,NN,NN,27,119.07052446182992
worst,74,JJS,JJ,52,180.15229484379898
inevitable,74,JJ,JJ,50,176.05253684504817
frequently,74,RB,RB,60,195.48097986403016
sunlight,74,NN,NN,52,180.15229484379898
june,74,NNP,NN,42,158.44875916367096
constant,74,JJ,JJ,55,186.09509672330654
apparent,74,JJ,JJ,56,188.02291225861268
fury,74,NN,NN,60,195.48097986403016
giant,74,JJ,JJ,52,180.15229484379898
music,74,NN,NN,38,148.8452177028199
smoking,74,NN,NN,55,186.09509672330654
metallic,74,JJ,JJ,55,186.09509672330654
educated,74,VBN,VB,38,148.8452177028199
highest,74,JJS,JJ,59,193.65356876151696
troubled,74,VBD,VB,61,197.2843449358809
descending,74,VBG,VB,61,197.2843449358809
permitted,74,VBN,VB,56,188.02291225861268
irregular,74,JJ,JJ,62,199.0640582099064
cable,74,NN,NN,37,146.35178175872932
ideal,74,NN,NN,22,103.52045677684458
accept,74,VB,VB,51,178.11656081991381
races,74,NNS,NN,25,113.02626842252408
maintain,73,VB,VB,40,153.719153271533
training,73,NN,NN,21,100.22437958183548
area,73,NN,NN,49,173.9596570454635
february,73,NNP,NN,38,148.8452177028199
examine,73,VB,VB,67,207.62078832660035
fathoms,73,NNS,NN,41,156.10155180436178
complex,73,JJ,JJ,37,146.35178175872932
blazing,73,NN,NN,46,167.50186864845904
observe,73,VB,VB,61,197.2843449358809
seriously,73,RB,RB,63,200.82050120007358
mars,73,NNP,NN,37,146.35178175872932
devoted,73,VBN,VB,61,197.2843449358809
named,73,VBN,VB,60,195.48097986403016
assumed,73,VBD,VB,57,189.92496401312394
