term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop
expressly,10,9,5.629838142153413e-06,17.43847512390487,RB,1,{'RB'},0
expulsion,4,9,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
expunged,1,8,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
exquisite,25,9,1.4074595355383532e-05,16.116547029017504,JJ,2,"{'JJ', 'NN'}",0
exquisitely,5,11,2.8149190710767066e-06,18.43847512390487,RB,1,{'RB'},0
exquisites,1,10,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
extempore,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
extemporized,2,12,1.1259676284306826e-06,19.76040321879223,JJ,1,{'JJ'},0
extemporizing,1,13,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
extend,34,6,1.9141449683321604e-05,15.67294037754189,VB,3,"{'VBP', 'VB', 'NN'}",0
extended,127,8,7.149894440534834e-05,13.771718532020063,VBD,7,"{'NN', 'VBD', 'VBN', 'VBZ', 'IN', 'VBP', 'JJ'}",0
extendible,1,10,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
extending,37,9,2.083040112596763e-05,15.55094985316328,VBG,4,"{'VBG', 'JJ', 'NN', 'VBP'}",0
extends,12,7,6.7558057705840954e-06,17.175440718071073,VBZ,2,"{'VBZ', 'NNS'}",0
extension,9,9,5.066854327938072e-06,17.59047821734992,NN,2,"{'NN', 'NNP'}",0
extensions,2,10,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
extensive,33,9,1.8578465869106263e-05,15.716009099433776,JJ,1,{'JJ'},0
extensively,8,11,4.50387051372273e-06,17.76040321879223,RB,2,"{'NN', 'RB'}",0
extent,161,6,9.064039408866995e-05,13.429486340677613,NN,6,"{'NNS', 'NN', 'FW', 'IN', 'VBP', 'JJ'}",0
extenuate,1,9,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
extenuated,1,10,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
extenuating,2,11,1.1259676284306826e-06,19.76040321879223,VBG,1,{'VBG'},0
exterior,46,8,2.58972554539057e-05,15.236841262735217,JJ,3,"{'VBZ', 'JJ', 'NN'}",0
exteriorly,1,10,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
exterminate,10,11,5.629838142153413e-06,17.43847512390487,VB,1,{'VB'},0
exterminated,2,12,1.1259676284306826e-06,19.76040321879223,JJ,1,{'JJ'},0
exterminates,2,12,1.1259676284306826e-06,19.76040321879223,VBZ,1,{'VBZ'},0
exterminating,3,13,1.6889514426460239e-06,19.175440718071073,VBG,1,{'VBG'},0
extermination,10,13,5.629838142153413e-06,17.43847512390487,NN,1,{'NN'},0
external,41,8,2.3082336382828995e-05,15.402851214174145,JJ,3,"{'VB', 'JJ', 'NNS'}",0
externalised,2,12,1.1259676284306826e-06,19.76040321879223,VBN,1,{'VBN'},0
externally,4,10,2.251935256861365e-06,18.76040321879223,RB,2,"{'NN', 'RB'}",0
extinct,46,7,2.58972554539057e-05,15.236841262735217,JJ,5,"{'VB', 'NN', 'VBN', 'VBZ', 'JJ'}",0
extincteurs,2,11,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
extinction,25,10,1.4074595355383532e-05,16.116547029017504,NN,2,"{'VB', 'NN'}",0
extinctionnothing,1,17,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
extinguish,9,10,5.066854327938072e-06,17.59047821734992,VB,3,"{'VBP', 'VB', 'JJ'}",0
extinguished,46,12,2.58972554539057e-05,15.236841262735217,VBN,6,"{'NN', 'VBD', 'RB', 'VBN', 'VBZ', 'JJ'}",0
extinguisher,1,12,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
extinguishers,1,13,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
extinguishes,1,12,5.629838142153413e-07,20.76040321879223,VBZ,1,{'VBZ'},0
extinguishing,1,13,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
extorted,1,8,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
extorting,1,9,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
extortion,5,9,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
extra,19,5,1.0696692470091485e-05,16.512475705348646,JJ,2,"{'JJ', 'NNP'}",0
extract,17,7,9.570724841660802e-06,16.67294037754189,VB,3,"{'VBP', 'VB', 'NN'}",0
extracted,27,9,1.5200562983814215e-05,16.00551571662876,VBN,4,"{'JJ', 'VBN', 'VBD', 'RB'}",0
extracting,3,10,1.6889514426460239e-06,19.175440718071073,VBG,1,{'VBG'},0
extraction,3,10,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
extracts,6,8,3.3779028852920477e-06,18.175440718071073,NNS,3,"{'VBZ', 'NN', 'NNS'}",0
extradition,5,11,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
extraneous,1,10,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
extraordinarily,59,15,3.3216045038705135e-05,14.877760169430388,RB,3,"{'JJ', 'NNP', 'RB'}",0
extraordinary,191,13,0.00010752990851513019,13.182974390756481,JJ,3,"{'JJ', 'NN', 'RB'}",0
extraterrestrial,1,16,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
extratropical,1,13,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
extravagance,5,12,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
extravagances,3,13,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
extravagant,24,11,1.3511611541168191e-05,16.175440718071073,JJ,2,"{'JJ', 'NN'}",0
extravagantly,3,13,1.6889514426460239e-06,19.175440718071073,RB,2,"{'NN', 'RB'}",0
extreme,207,7,0.00011653764954257565,13.066916261292905,JJ,6,"{'VB', 'NN', 'VBP', 'RB', 'VBN', 'JJ'}",0
extremei,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
extremelay,1,10,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
extremely,136,9,7.656579873328642e-05,13.67294037754189,RB,3,"{'VB', 'NN', 'RB'}",0
extremelyshe,1,12,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
extremes,9,8,5.066854327938072e-06,17.59047821734992,NNS,2,"{'VB', 'NNS'}",0
extremest,2,9,1.1259676284306826e-06,19.76040321879223,JJS,1,{'JJS'},0
extremities,13,11,7.318789584799437e-06,17.059963500651136,NNS,2,"{'NN', 'NNS'}",0
extremity,95,9,5.348346235045742e-05,14.190547610461282,NN,2,"{'JJ', 'NN'}",0
extricate,3,9,1.6889514426460239e-06,19.175440718071073,VB,1,{'VB'},0
extricated,6,10,3.3779028852920477e-06,18.175440718071073,VBN,3,"{'VBN', 'NNS', 'VBD'}",0
extricating,1,11,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
exuberance,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
exuberant,6,9,3.3779028852920477e-06,18.175440718071073,JJ,2,"{'JJ', 'NN'}",0
exude,1,5,5.629838142153413e-07,20.76040321879223,VBP,1,{'VBP'},0
exuded,1,6,5.629838142153413e-07,20.76040321879223,VBD,1,{'VBD'},0
exultant,3,8,1.6889514426460239e-06,19.175440718071073,JJ,1,{'JJ'},0
exultation,21,10,1.1822660098522168e-05,16.36808579601347,NN,3,"{'NNS', 'CC', 'NN'}",0
exultations,2,11,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
exulted,4,7,2.251935256861365e-06,18.76040321879223,VBN,2,"{'VBN', 'VBD'}",0
exulting,2,8,1.1259676284306826e-06,19.76040321879223,NN,2,"{'VBG', 'NN'}",0
exultingly,2,10,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
eye,448,3,0.0002522167487684729,11.953048296734625,NN,6,"{'VB', 'NN', 'NNS', 'VBP', 'NNP', 'JJ'}",0
eyea,1,4,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
eyeballs,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
eyebrow,2,7,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
eyebrows,32,8,1.801548205489092e-05,15.760403218792229,NN,3,"{'NNS', 'VBZ', 'NN'}",0
eyed,45,4,2.5334271639690357e-05,15.268550122462555,VBN,6,"{'VBP', 'NN', 'VBD', 'FW', 'VBN', 'JJ'}",0
eyeglassy,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
eyei,1,4,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
eyeing,1,6,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
eyeits,1,6,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
eyelashes,6,9,3.3779028852920477e-06,18.175440718071073,NN,2,"{'NNS', 'NN'}",0
eyeless,2,7,1.1259676284306826e-06,19.76040321879223,NN,2,"{'JJ', 'NN'}",0
eyelid,2,6,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
eyelids,14,7,7.881773399014778e-06,16.953048296734625,NNS,4,"{'VBZ', 'NN', 'JJ', 'NNS'}",0
eyenot,1,6,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
eyes,1227,4,0.0006907811400422238,10.499483685129325,NNS,10,"{'VB', 'NN', 'NNS', 'VBD', 'CC', 'RB', 'FW', 'VBZ', 'VBP', 'JJ'}",0
eyesare,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
eyesas,1,6,5.629838142153413e-07,20.76040321879223,IN,1,{'IN'},0
eyesight,2,8,1.1259676284306826e-06,19.76040321879223,NN,2,"{'JJ', 'NN'}",0
eyespreviously,1,14,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
eyesthe,1,7,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
eyeswere,1,8,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
eyesyes,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
eyethe,1,6,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
eyewitness,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
eying,1,5,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
ezekiel,2,7,1.1259676284306826e-06,19.76040321879223,NN,2,"{'NN', 'NNP'}",0
f,31,1,1.745249824067558e-05,15.806206908405354,NN,4,"{'CD', 'JJ', 'NN', 'NNP'}",0
fabian,2,6,1.1259676284306826e-06,19.76040321879223,JJ,2,"{'JJ', 'NNP'}",0
fable,3,5,1.6889514426460239e-06,19.175440718071073,VB,3,"{'VB', 'JJ', 'NN'}",0
fables,4,6,2.251935256861365e-06,18.76040321879223,NN,2,"{'NNS', 'NN'}",0
fablethat,1,9,5.629838142153413e-07,20.76040321879223,WP,1,{'WP'},0
fabric,50,6,2.8149190710767065e-05,15.116547029017505,NN,2,"{'JJ', 'NN'}",0
fabricate,2,9,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
fabricated,6,10,3.3779028852920477e-06,18.175440718071073,VBN,3,"{'VBN', 'VBD', 'JJ'}",0
fabricating,1,11,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
fabrication,6,11,3.3779028852920477e-06,18.175440718071073,NN,1,{'NN'},0
fabricius,1,9,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
fabrics,7,7,3.940886699507389e-06,17.953048296734625,NNS,2,"{'VBZ', 'NNS'}",0
fabulous,5,8,2.8149190710767066e-06,18.43847512390487,JJ,3,"{'JJ', 'NN', 'NNP'}",0
facade,15,6,8.444757213230119e-06,16.85351262318371,NN,1,{'NN'},0
face,1013,4,0.0005703026038001407,10.775984759991092,NN,8,"{'VB', 'NN', 'VBD', 'NNS', 'VBZ', 'VBP', 'NNP', 'JJ'}",0
faced,123,5,6.924700914848698e-05,13.817888713452989,VBD,5,"{'NN', 'VBD', 'VBN', 'VBP', 'JJ'}",0
facelay,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
faceless,3,8,1.6889514426460239e-06,19.175440718071073,NN,2,"{'JJ', 'NN'}",0
facer,2,5,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
faces,179,5,0.0001007741027445461,13.276587441527973,VBZ,6,"{'VBP', 'NNS', 'NN', 'PDT', 'VBZ', 'JJ'}",0
facesi,1,6,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
facet,5,5,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
facethad,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
facetious,8,9,4.50387051372273e-06,17.76040321879223,JJ,1,{'JJ'},0
facets,2,6,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
facetted,1,8,5.629838142153413e-07,20.76040321879223,VBD,1,{'VBD'},0
facewho,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
facial,6,6,3.3779028852920477e-06,18.175440718071073,JJ,2,"{'JJ', 'NN'}",0
facie,1,5,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
facile,4,6,2.251935256861365e-06,18.76040321879223,JJ,2,"{'JJ', 'NN'}",0
facilitate,15,10,8.444757213230119e-06,16.85351262318371,VB,1,{'VB'},0
facilitated,8,11,4.50387051372273e-06,17.76040321879223,VBN,2,"{'VBN', 'VBD'}",0
facilitating,1,12,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
facilitation,4,12,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
facilities,4,10,2.251935256861365e-06,18.76040321879223,NNS,1,{'NNS'},0
facility,17,8,9.570724841660802e-06,16.67294037754189,NN,2,"{'NNS', 'NN'}",0
facing,33,6,1.8578465869106263e-05,15.716009099433776,VBG,2,"{'VBG', 'NN'}",0
facsimile,4,9,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
facsimiled,1,10,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
fact,696,4,0.0003918367346938776,11.317459722943502,NN,9,"{'VB', 'NNS', 'NN', 'RB', 'VBZ', 'IN', 'PDT', 'NNP', 'JJ'}",0
facta,2,5,1.1259676284306826e-06,19.76040321879223,JJ,1,{'JJ'},0
factbut,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
factitious,2,10,1.1259676284306826e-06,19.76040321879223,JJ,1,{'JJ'},0
factor,24,6,1.3511611541168191e-05,16.175440718071073,NN,1,{'NN'},0
factories,25,9,1.4074595355383532e-05,16.116547029017504,NNS,3,"{'NN', 'JJ', 'NNS'}",0
factors,17,7,9.570724841660802e-06,16.67294037754189,NNS,2,"{'NN', 'NNS'}",0
factory,31,7,1.745249824067558e-05,15.806206908405354,NN,3,"{'JJ', 'NN', 'NNP'}",0
facts,111,5,6.249120337790288e-05,13.965987352442124,NNS,6,"{'VB', 'NN', 'NNS', 'VBD', 'VBZ', 'IN'}",0
factsand,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
factsfor,1,8,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
factthe,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
faculity,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
faculties,12,9,6.7558057705840954e-06,17.175440718071073,NN,2,"{'NNS', 'NN'}",0
faculty,14,7,7.881773399014778e-06,16.953048296734625,NN,2,"{'NN', 'NNP'}",0
fade,16,4,9.00774102744546e-06,16.76040321879223,VB,6,"{'VB', 'NN', 'VBD', 'VBN', 'RBR', 'JJ'}",0
faded,54,5,3.040112596762843e-05,15.00551571662876,VBD,5,"{'NN', 'VBD', 'VBN', 'VBP', 'JJ'}",0
fades,7,5,3.940886699507389e-06,17.953048296734625,VBZ,3,"{'NNS', 'VBZ', 'NN'}",0
fading,19,6,1.0696692470091485e-05,16.512475705348646,VBG,3,"{'VBG', 'JJ', 'NN'}",0
fag,6,3,3.3779028852920477e-06,18.175440718071073,NN,2,"{'JJ', 'NN'}",0
fagged,4,6,2.251935256861365e-06,18.76040321879223,VBN,2,"{'VBN', 'JJ'}",0
faggots,2,7,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
fagot,3,5,1.6889514426460239e-06,19.175440718071073,NN,2,"{'VB', 'NN'}",0
fagots,6,6,3.3779028852920477e-06,18.175440718071073,NN,2,"{'NN', 'NNS'}",0
fahr,5,4,2.8149190710767066e-06,18.43847512390487,NNP,3,"{'VBP', 'NN', 'NNP'}",0
fahrenheit,20,10,1.1259676284306827e-05,16.43847512390487,NNP,3,"{'VBP', 'NN', 'NNP'}",0
faidherbe,2,9,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
fail,105,4,5.911330049261084e-05,14.046157701126107,VB,5,"{'VB', 'NNS', 'NN', 'VBP', 'JJ'}",0
failed,139,6,7.825475017593244e-05,13.641462146068722,VBD,6,"{'NNS', 'NN', 'VBD', 'VBN', 'VBZ', 'VBP'}",0
failing,31,7,1.745249824067558e-05,15.806206908405354,VBG,5,"{'VB', 'NN', 'VBG', 'RB', 'JJ'}",0
fails,23,5,1.294862772695285e-05,16.23684126273522,VBZ,4,"{'VBZ', 'JJ', 'NN', 'VBD'}",0
failure,59,7,3.3216045038705135e-05,14.877760169430388,NN,2,"{'VB', 'NN'}",0
failures,12,8,6.7558057705840954e-06,17.175440718071073,NNS,2,"{'NN', 'NNS'}",0
failurethey,1,11,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
fain,8,4,4.50387051372273e-06,17.76040321879223,VBN,4,"{'VBP', 'VB', 'VBN', 'NN'}",0
faint,193,5,0.00010865587614356087,13.16794618152415,NN,5,"{'VB', 'NN', 'RB', 'VBP', 'JJ'}",0
fainted,15,7,8.444757213230119e-06,16.85351262318371,VBD,5,"{'NN', 'VBD', 'VBN', 'VBP', 'NNP'}",0
fainter,12,7,6.7558057705840954e-06,17.175440718071073,NN,3,"{'RBR', 'VB', 'NN'}",0
faintest,31,8,1.745249824067558e-05,15.806206908405354,JJS,2,"{'JJS', 'NN'}",0
fainting,14,8,7.881773399014778e-06,16.953048296734625,NN,3,"{'VBG', 'JJ', 'NN'}",0
faintly,48,7,2.7023223082336382e-05,15.175440718071073,RB,3,"{'NNS', 'NN', 'RB'}",0
faintness,7,9,3.940886699507389e-06,17.953048296734625,NN,2,"{'JJ', 'NN'}",0
fair,115,4,6.474313863476425e-05,13.914913167847855,JJ,8,"{'VB', 'NN', 'VBP', 'RB', 'VBN', 'VBZ', 'JJ', 'NNP'}",0
faire,5,5,2.8149190710767066e-06,18.43847512390487,NN,2,"{'NN', 'NNP'}",0
fairer,1,6,5.629838142153413e-07,20.76040321879223,JJR,1,{'JJR'},0
fairest,3,7,1.6889514426460239e-06,19.175440718071073,JJS,1,{'JJS'},0
fairies,3,7,1.6889514426460239e-06,19.175440718071073,NN,3,"{'NNS', 'JJ', 'NN'}",0
fairings,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
fairly,101,6,5.686136523574947e-05,14.102191736040435,RB,2,"{'VB', 'RB'}",0
fairmount,1,9,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
fairness,5,8,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
fairs,3,5,1.6889514426460239e-06,19.175440718071073,NNS,2,"{'NN', 'NNS'}",0
fairy,11,5,6.192821956368755e-06,17.30097160015493,NN,2,"{'JJ', 'NN'}",0
fairyland,4,9,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
fairys,2,6,1.1259676284306826e-06,19.76040321879223,NN,2,"{'JJ', 'NN'}",0
fait,2,4,1.1259676284306826e-06,19.76040321879223,VBZ,2,"{'VBZ', 'VB'}",0
faith,87,5,4.89795918367347e-05,14.317459722943502,NN,4,"{'VBN', 'JJ', 'NN', 'NNP'}",0
faithful,61,8,3.434201266713582e-05,14.829665881229344,JJ,3,"{'NNS', 'JJ', 'NN'}",0
faithfully,9,10,5.066854327938072e-06,17.59047821734992,RB,1,{'RB'},0
faithfulness,1,12,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
faithless,1,9,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
faiths,2,6,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
faiththe,1,8,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
fakirs,7,6,3.940886699507389e-06,17.953048296734625,NNS,2,"{'NN', 'NNS'}",0
fal,1,3,5.629838142153413e-07,20.76040321879223,VBZ,1,{'VBZ'},0
falcon,1,6,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
falconer,1,8,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
falkland,2,8,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
falklands,1,9,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
fall,365,4,0.00020548909218859958,12.24865056502485,NN,7,"{'VB', 'NN', 'DT', 'RB', 'VBP', 'NNP', 'JJ'}",0
fallacies,4,9,2.251935256861365e-06,18.76040321879223,NNS,1,{'NNS'},0
fallacy,6,7,3.3779028852920477e-06,18.175440718071073,NN,1,{'NN'},0
fallals,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
fallen,198,6,0.00011147079521463758,13.13104659871262,VBN,6,"{'VB', 'NNS', 'NN', 'VBN', 'VBP', 'JJ'}",0
fallentin,6,9,3.3779028852920477e-06,18.175440718071073,NNP,1,{'NNP'},0
fallentins,1,10,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
fallin,3,6,1.6889514426460239e-06,19.175440718071073,NN,2,"{'NN', 'VBD'}",0
falling,201,7,0.0001131597466572836,13.1093515276133,VBG,8,"{'VBP', 'NNS', 'NN', 'VB', 'VBG', 'RB', 'JJ', 'NNP'}",0
fallings,2,8,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
fallingslowly,1,13,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
fallnamely,1,10,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
fallow,1,6,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
falls,90,5,5.0668543279380714e-05,14.268550122462555,VBZ,5,"{'VB', 'NN', 'NNS', 'VBZ', 'NNP'}",0
fallsublime,1,11,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
fallthe,2,7,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
false,49,5,2.7586206896551723e-05,15.145693374677021,JJ,2,"{'JJ', 'NNP'}",0
falsehood,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
falsehoods,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
falsely,1,7,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
falsest,1,7,5.629838142153413e-07,20.76040321879223,JJS,1,{'JJS'},0
falsified,3,9,1.6889514426460239e-06,19.175440718071073,VBP,3,"{'VBP', 'VBN', 'NNS'}",0
falsify,2,7,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
falsity,2,7,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
faltered,3,8,1.6889514426460239e-06,19.175440718071073,VBD,2,"{'VB', 'VBD'}",0
faltering,7,9,3.940886699507389e-06,17.953048296734625,VBG,2,"{'VBG', 'NN'}",0
fame,5,4,2.8149190710767066e-06,18.43847512390487,NN,2,"{'NN', 'NNP'}",0
famed,2,5,1.1259676284306826e-06,19.76040321879223,VBN,2,"{'VBN', 'JJ'}",0
fameux,1,6,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
familiar,125,8,7.037297677691766e-05,13.794618934130142,JJ,5,"{'VBP', 'NNS', 'NN', 'VBZ', 'JJ'}",0
familiarise,1,11,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
familiarised,1,12,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
familiarity,7,11,3.940886699507389e-06,17.953048296734625,NN,1,{'NN'},0
familiarly,4,10,2.251935256861365e-06,18.76040321879223,RB,3,"{'JJ', 'NN', 'RB'}",0
families,23,8,1.294862772695285e-05,16.23684126273522,NNS,4,"{'NN', 'VB', 'NNS', 'JJ'}",0
famille,1,7,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
family,198,6,0.00011147079521463758,13.13104659871262,NN,5,"{'NN', 'PDT', 'VBP', 'NNP', 'JJ'}",0
familys,1,7,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
famine,33,6,1.8578465869106263e-05,15.716009099433776,NN,3,"{'JJ', 'NN', 'NNP'}",0
famished,6,8,3.3779028852920477e-06,18.175440718071073,JJ,3,"{'VBP', 'JJ', 'VBD'}",0
famishing,1,9,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
famous,83,6,4.672765657987333e-05,14.385363787445305,JJ,2,"{'JJ', 'NN'}",0
famously,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
fan,13,3,7.318789584799437e-06,17.059963500651136,NN,2,"{'JJ', 'NN'}",0
fanatic,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
fanatical,3,9,1.6889514426460239e-06,19.175440718071073,JJ,1,{'JJ'},0
fanaticism,2,10,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
fanaticisms,3,11,1.6889514426460239e-06,19.175440718071073,NNS,1,{'NNS'},0
fanatics,6,8,3.3779028852920477e-06,18.175440718071073,NNS,3,"{'NN', 'JJ', 'NNS'}",0
fancied,68,7,3.828289936664321e-05,14.67294037754189,VBD,4,"{'VBP', 'VBN', 'VBD', 'JJ'}",0
fanciedas,1,9,5.629838142153413e-07,20.76040321879223,VBP,1,{'VBP'},0
fancies,13,7,7.318789584799437e-06,17.059963500651136,NNS,3,"{'VBZ', 'NN', 'NNS'}",0
fanciful,10,8,5.629838142153413e-06,17.43847512390487,JJ,4,"{'VBZ', 'VB', 'JJ', 'NN'}",0
fancifully,2,10,1.1259676284306826e-06,19.76040321879223,RB,1,{'RB'},0
fancy,136,5,7.656579873328642e-05,13.67294037754189,NN,9,"{'VB', 'NN', 'VBD', 'RB', 'VBN', 'VBZ', 'VBP', 'NNP', 'JJ'}",0
fancycalled,1,11,5.629838142153413e-07,20.76040321879223,VBP,1,{'VBP'},0
fancying,2,8,1.1259676284306826e-06,19.76040321879223,NN,2,"{'VBG', 'NN'}",0
fancyit,2,7,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
fandango,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
fandangos,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
fangled,2,7,1.1259676284306826e-06,19.76040321879223,VBD,2,"{'VBN', 'VBD'}",0
fangs,2,5,1.1259676284306826e-06,19.76040321879223,NN,2,"{'NNS', 'NN'}",0
fanlight,2,8,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
fanlights,1,9,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
fanned,7,6,3.940886699507389e-06,17.953048296734625,VBD,2,"{'VBN', 'VBD'}",0
fanning,1,7,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
fans,6,4,3.3779028852920477e-06,18.175440718071073,NNS,2,"{'NN', 'NNS'}",0
fantasia,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
